Port,Volume_Conteneurs_Vides,Bateau_Entreprise,Pourcentage_Conteneurs_Vides,Presence_Moyenne_Jours,Type_Conteneur,Risque_Vide
Singapour,135292,Hapag-Lloyd,11.5,4,Entreprises Grande Taille,Moyenne
Busan,88239,Maersk,9.9,4,Petites Entreprises,Haute
Ningbo Zhoushan,142995,ZIM,12.0,4,Petites Entreprises,Haute
Guangzou,76892,ONE,9.2,3,Particuliers,Haute
Busan,94268,Evergreen,10.9,7,Alimentaires,Haute
Ningbo Zhoushan,138443,ONE,14.3,7,Industriels,Basse
Shangai,127597,MSC,9.4,7,Alimentaires,Haute
Qingdao,85825,Evergreen,9.4,4,Alimentaires,Haute
Singapour,125666,Evergreen,12.5,4,Particuliers,Basse
Busan,93828,Maersk,10.0,3,Industriels,Moyenne
Tianjin,96277,CMA CGM,14.3,4,Alimentaires,Moyenne
Busan,91531,MSC,12.0,7,Entreprises Grande Taille,Basse
Rotterdam,103972,Yang Ming,9.4,5,Industriels,Haute
Shenzen,112586,CMA CGM,11.6,7,Entreprises Grande Taille,Basse
Tianjin,73669,Hapag-Lloyd,14.2,4,Entreprises Grande Taille,Basse
Tianjin,78759,CMA CGM,14.9,4,Entreprises Grande Taille,Moyenne
Rotterdam,114538,ONE,11.1,5,Alimentaires,Haute
Shenzen,110340,CMA CGM,9.1,4,Alimentaires,Moyenne
Shenzen,96686,ONE,11.9,5,Alimentaires,Moyenne
Rotterdam,107832,ONE,10.0,6,Entreprises Grande Taille,Basse
Busan,87761,ONE,13.1,5,Petites Entreprises,Moyenne
Busan,104441,CMA CGM,10.8,3,Petites Entreprises,Haute
Tianjin,76039,Hapag-Lloyd,13.2,6,Particuliers,Haute
Guangzou,78098,ONE,10.7,7,Petites Entreprises,Moyenne
Shangai,131205,ZIM,11.2,6,Alimentaires,Haute
Tianjin,68411,ONE,11.1,4,Entreprises Grande Taille,Moyenne
Singapour,107235,COSCO,11.6,5,Alimentaires,Haute
Shenzen,114833,Maersk,10.7,5,Alimentaires,Haute
Guangzou,86414,ONE,11.6,3,Entreprises Grande Taille,Haute
Rotterdam,98470,Hapag-Lloyd,11.1,7,Particuliers,Basse
Busan,96467,Hapag-Lloyd,12.4,4,Entreprises Grande Taille,Basse
Shenzen,114882,Evergreen,9.1,6,Particuliers,Basse
Singapour,101062,Maersk,14.0,5,Alimentaires,Moyenne
Busan,72419,Yang Ming,12.7,4,Entreprises Grande Taille,Moyenne
Guangzou,100522,MSC,9.8,7,Alimentaires,Haute
Singapour,122657,Maersk,12.9,6,Industriels,Moyenne
Shenzen,93115,Yang Ming,12.1,3,Entreprises Grande Taille,Basse
Tianjin,91399,ONE,10.7,6,Entreprises Grande Taille,Haute
Shenzen,104658,COSCO,15.0,7,Alimentaires,Haute
Ningbo Zhoushan,113995,COSCO,12.8,6,Industriels,Moyenne
Qingdao,76900,Maersk,12.3,6,Entreprises Grande Taille,Basse
Tianjin,95203,ONE,14.6,4,Petites Entreprises,Moyenne
Qingdao,88449,Hapag-Lloyd,14.7,3,Petites Entreprises,Haute
Hong Kong,87651,COSCO,11.5,5,Industriels,Moyenne
Singapour,134971,Hapag-Lloyd,10.7,3,Alimentaires,Haute
Ningbo Zhoushan,101215,Evergreen,12.5,5,Entreprises Grande Taille,Basse
Hong Kong,67218,CMA CGM,14.8,3,Alimentaires,Moyenne
Rotterdam,108283,ZIM,12.3,7,Particuliers,Basse
Qingdao,88516,ZIM,14.3,7,Particuliers,Haute
Busan,71333,ONE,11.0,4,Industriels,Moyenne
Singapour,106817,COSCO,10.4,7,Particuliers,Haute
Qingdao,90850,Evergreen,13.7,3,Particuliers,Basse
Busan,71642,Yang Ming,10.4,4,Particuliers,Haute
Hong Kong,79729,MSC,11.4,3,Industriels,Haute
Guangzou,92982,Evergreen,14.1,7,Particuliers,Haute
Busan,81622,ZIM,10.6,4,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,143283,Maersk,9.5,7,Industriels,Haute
Rotterdam,103985,MSC,9.8,6,Petites Entreprises,Moyenne
Rotterdam,97148,COSCO,11.7,3,Alimentaires,Moyenne
Hong Kong,89124,Hapag-Lloyd,11.6,6,Particuliers,Basse
Singapour,102199,Yang Ming,12.7,6,Industriels,Moyenne
Busan,86389,COSCO,12.0,7,Alimentaires,Haute
Rotterdam,104015,Maersk,12.0,7,Alimentaires,Moyenne
Tianjin,75527,Evergreen,10.1,3,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,111409,ZIM,13.9,7,Petites Entreprises,Basse
Rotterdam,117493,CMA CGM,11.7,3,Entreprises Grande Taille,Moyenne
Singapour,105097,MSC,13.0,5,Industriels,Basse
Shenzen,103871,Maersk,10.2,4,Particuliers,Haute
Qingdao,93962,COSCO,14.3,3,Particuliers,Basse
Singapour,114525,CMA CGM,9.7,4,Particuliers,Basse
Hong Kong,76057,MSC,9.2,4,Petites Entreprises,Moyenne
Ningbo Zhoushan,146296,ZIM,14.4,4,Industriels,Moyenne
Ningbo Zhoushan,148432,ZIM,13.8,6,Industriels,Moyenne
Qingdao,88530,CMA CGM,11.7,3,Alimentaires,Haute
Qingdao,95998,MSC,12.7,4,Entreprises Grande Taille,Basse
Hong Kong,71372,Hapag-Lloyd,14.9,4,Particuliers,Moyenne
Shangai,110566,Evergreen,13.0,7,Entreprises Grande Taille,Basse
Ningbo Zhoushan,112785,Maersk,9.2,5,Particuliers,Moyenne
Hong Kong,74621,ONE,14.0,7,Alimentaires,Moyenne
Guangzou,78895,Yang Ming,12.0,3,Industriels,Haute
Ningbo Zhoushan,119871,ZIM,12.5,6,Petites Entreprises,Haute
Ningbo Zhoushan,100524,Hapag-Lloyd,9.7,3,Industriels,Basse
Shenzen,115600,Yang Ming,14.8,7,Petites Entreprises,Haute
Tianjin,74360,CMA CGM,12.2,7,Entreprises Grande Taille,Haute
Singapour,113774,Evergreen,9.2,6,Petites Entreprises,Basse
Busan,84124,COSCO,10.9,7,Petites Entreprises,Haute
Tianjin,78500,COSCO,9.9,6,Petites Entreprises,Haute
Ningbo Zhoushan,101748,ZIM,12.8,4,Petites Entreprises,Haute
Tianjin,69141,ONE,10.3,4,Alimentaires,Haute
Rotterdam,108011,ONE,14.5,7,Alimentaires,Haute
Singapour,113072,COSCO,15.0,4,Petites Entreprises,Haute
Guangzou,75938,Yang Ming,10.5,5,Industriels,Moyenne
Busan,78386,Maersk,14.1,5,Industriels,Haute
Shenzen,88622,Maersk,14.9,7,Alimentaires,Basse
Rotterdam,82490,Evergreen,12.8,3,Petites Entreprises,Haute
Hong Kong,75940,MSC,9.6,3,Entreprises Grande Taille,Moyenne
Shenzen,81631,MSC,14.7,6,Petites Entreprises,Haute
Shenzen,95971,Maersk,14.4,6,Petites Entreprises,Haute
Shenzen,92098,ONE,11.3,4,Industriels,Basse
Ningbo Zhoushan,147606,ZIM,12.8,3,Industriels,Basse
Singapour,134264,ONE,12.2,3,Industriels,Moyenne
Qingdao,70270,Yang Ming,14.3,5,Industriels,Haute
Qingdao,77398,Hapag-Lloyd,13.8,4,Petites Entreprises,Haute
Busan,105373,ZIM,9.8,6,Industriels,Basse
Rotterdam,120968,Hapag-Lloyd,10.9,7,Petites Entreprises,Basse
Ningbo Zhoushan,103297,Hapag-Lloyd,13.4,7,Industriels,Moyenne
Rotterdam,121883,Yang Ming,14.1,4,Petites Entreprises,Haute
Tianjin,76417,Evergreen,11.4,6,Particuliers,Haute
Busan,95974,CMA CGM,10.3,4,Petites Entreprises,Moyenne
Rotterdam,110352,Maersk,11.6,4,Alimentaires,Haute
Qingdao,98509,COSCO,10.4,7,Petites Entreprises,Haute
Qingdao,69675,ONE,13.9,5,Particuliers,Haute
Shenzen,116506,CMA CGM,14.9,5,Alimentaires,Moyenne
Shenzen,82521,ZIM,14.7,7,Entreprises Grande Taille,Moyenne
Singapour,111916,Maersk,14.9,3,Alimentaires,Haute
Rotterdam,90438,Maersk,9.1,5,Petites Entreprises,Haute
Singapour,94592,ONE,11.5,5,Industriels,Basse
Qingdao,73155,Evergreen,13.0,7,Entreprises Grande Taille,Basse
Qingdao,84719,MSC,9.8,3,Particuliers,Basse
Qingdao,88510,Maersk,10.1,5,Industriels,Haute
Ningbo Zhoushan,126096,Yang Ming,14.8,4,Particuliers,Moyenne
Guangzou,78478,Hapag-Lloyd,12.1,7,Industriels,Basse
Tianjin,85226,Hapag-Lloyd,14.0,3,Particuliers,Haute
Busan,96315,Evergreen,13.2,6,Particuliers,Moyenne
Busan,91601,ONE,12.9,4,Entreprises Grande Taille,Basse
Shangai,125418,Evergreen,14.8,5,Petites Entreprises,Basse
Ningbo Zhoushan,102947,Yang Ming,12.4,3,Alimentaires,Basse
Rotterdam,103733,CMA CGM,9.6,5,Alimentaires,Haute
Ningbo Zhoushan,141518,ZIM,9.1,7,Industriels,Basse
Qingdao,73175,Hapag-Lloyd,11.6,3,Particuliers,Haute
Busan,77419,ZIM,10.4,4,Particuliers,Moyenne
Singapour,130401,Hapag-Lloyd,12.7,6,Industriels,Moyenne
Busan,94829,ZIM,10.2,3,Entreprises Grande Taille,Moyenne
Shenzen,93134,MSC,11.5,6,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,137115,ONE,9.6,7,Entreprises Grande Taille,Moyenne
Qingdao,102528,ZIM,14.9,4,Particuliers,Moyenne
Guangzou,92313,MSC,10.1,7,Particuliers,Moyenne
Shangai,129158,CMA CGM,10.0,5,Petites Entreprises,Haute
Busan,99884,CMA CGM,10.0,7,Industriels,Moyenne
Tianjin,91414,Evergreen,12.2,7,Industriels,Moyenne
Shenzen,90626,Yang Ming,13.4,5,Petites Entreprises,Basse
Ningbo Zhoushan,111919,Yang Ming,9.5,7,Industriels,Basse
Rotterdam,92187,Hapag-Lloyd,10.4,7,Entreprises Grande Taille,Basse
Qingdao,91169,Hapag-Lloyd,9.7,6,Entreprises Grande Taille,Basse
Qingdao,89631,COSCO,14.1,5,Alimentaires,Haute
Qingdao,69333,ONE,13.8,3,Petites Entreprises,Haute
Busan,86916,COSCO,11.8,6,Industriels,Haute
Qingdao,79915,CMA CGM,13.0,3,Industriels,Haute
Busan,93838,MSC,10.0,7,Entreprises Grande Taille,Basse
Shangai,105685,Maersk,14.5,5,Petites Entreprises,Basse
Singapour,111294,MSC,13.2,7,Industriels,Moyenne
Guangzou,90098,MSC,11.3,5,Entreprises Grande Taille,Haute
Hong Kong,82187,ONE,10.6,6,Industriels,Moyenne
Busan,74479,Hapag-Lloyd,11.5,3,Petites Entreprises,Moyenne
Guangzou,82066,Evergreen,13.4,7,Particuliers,Haute
Guangzou,87747,Maersk,13.5,4,Alimentaires,Haute
Hong Kong,89066,Evergreen,11.7,7,Alimentaires,Moyenne
Guangzou,97817,COSCO,15.0,6,Entreprises Grande Taille,Haute
Singapour,127217,MSC,11.0,4,Entreprises Grande Taille,Haute
Guangzou,96008,CMA CGM,14.6,5,Alimentaires,Basse
Singapour,115195,Evergreen,12.2,7,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,124735,Hapag-Lloyd,12.4,4,Industriels,Haute
Hong Kong,65950,Hapag-Lloyd,11.6,3,Alimentaires,Moyenne
Tianjin,75757,CMA CGM,9.2,5,Alimentaires,Haute
Ningbo Zhoushan,121563,Yang Ming,11.9,6,Industriels,Haute
Shangai,117233,Hapag-Lloyd,11.6,5,Industriels,Moyenne
Ningbo Zhoushan,100317,Evergreen,11.9,5,Industriels,Moyenne
Ningbo Zhoushan,143380,ONE,9.1,5,Entreprises Grande Taille,Haute
Rotterdam,96011,Yang Ming,9.5,3,Petites Entreprises,Basse
Hong Kong,76945,MSC,9.5,7,Entreprises Grande Taille,Moyenne
Singapour,123368,COSCO,9.6,7,Alimentaires,Haute
Hong Kong,63359,Hapag-Lloyd,14.9,6,Petites Entreprises,Moyenne
Singapour,130453,ONE,12.4,6,Particuliers,Haute
Shangai,123450,Yang Ming,10.7,7,Alimentaires,Moyenne
Shenzen,85064,Hapag-Lloyd,11.1,3,Petites Entreprises,Moyenne
Ningbo Zhoushan,121526,Maersk,13.6,7,Particuliers,Haute
Ningbo Zhoushan,131337,CMA CGM,11.8,7,Petites Entreprises,Haute
Rotterdam,118915,Yang Ming,14.5,4,Petites Entreprises,Basse
Guangzou,99192,Maersk,10.6,4,Particuliers,Moyenne
Rotterdam,83232,Maersk,9.1,5,Industriels,Moyenne
Shangai,146189,Evergreen,12.7,5,Petites Entreprises,Haute
Singapour,104267,Hapag-Lloyd,10.2,6,Alimentaires,Haute
Shenzen,89611,COSCO,13.7,4,Alimentaires,Haute
Guangzou,109213,Yang Ming,9.3,6,Petites Entreprises,Moyenne
Qingdao,88143,COSCO,10.9,3,Petites Entreprises,Haute
Guangzou,76595,ZIM,12.6,7,Industriels,Moyenne
Qingdao,88540,Hapag-Lloyd,14.8,3,Petites Entreprises,Moyenne
Guangzou,89536,Hapag-Lloyd,14.2,7,Entreprises Grande Taille,Haute
Ningbo Zhoushan,106629,MSC,11.3,3,Alimentaires,Haute
Shangai,133506,Hapag-Lloyd,13.3,5,Petites Entreprises,Moyenne
Busan,83165,Yang Ming,9.4,4,Particuliers,Basse
Shenzen,116282,Evergreen,10.2,7,Particuliers,Moyenne
Shenzen,95251,CMA CGM,12.5,7,Alimentaires,Moyenne
Singapour,102339,Maersk,12.6,6,Alimentaires,Haute
Busan,100058,Evergreen,10.4,5,Particuliers,Haute
Shangai,125232,MSC,12.0,3,Particuliers,Moyenne
Shangai,116685,Evergreen,11.0,7,Alimentaires,Moyenne
Guangzou,100517,Hapag-Lloyd,13.1,6,Petites Entreprises,Haute
Shangai,141404,Evergreen,11.1,7,Particuliers,Moyenne
Rotterdam,96280,MSC,14.1,6,Entreprises Grande Taille,Basse
Rotterdam,103721,ONE,11.3,3,Industriels,Haute
Qingdao,68889,Evergreen,10.3,4,Particuliers,Basse
Ningbo Zhoushan,103705,ZIM,13.9,4,Entreprises Grande Taille,Moyenne
Shangai,150428,Maersk,11.8,3,Petites Entreprises,Basse
Singapour,113438,Yang Ming,10.1,5,Entreprises Grande Taille,Haute
Guangzou,105634,MSC,14.6,3,Particuliers,Moyenne
Shangai,151099,Evergreen,14.2,7,Alimentaires,Basse
Hong Kong,63167,ONE,9.5,3,Alimentaires,Haute
Shenzen,104496,ONE,10.7,3,Industriels,Moyenne
Guangzou,98832,CMA CGM,14.8,6,Particuliers,Haute
Tianjin,79278,Maersk,9.3,5,Industriels,Haute
Tianjin,97520,ONE,12.0,3,Petites Entreprises,Moyenne
Hong Kong,77590,ZIM,13.8,5,Entreprises Grande Taille,Moyenne
Busan,73791,Hapag-Lloyd,10.0,3,Entreprises Grande Taille,Basse
Shenzen,112931,Evergreen,10.6,4,Entreprises Grande Taille,Basse
Hong Kong,91401,COSCO,9.7,5,Particuliers,Basse
Guangzou,89740,ZIM,14.6,6,Particuliers,Basse
Rotterdam,120594,Maersk,9.4,6,Entreprises Grande Taille,Moyenne
Tianjin,81947,Hapag-Lloyd,10.1,5,Industriels,Basse
Shangai,149786,Yang Ming,11.5,4,Alimentaires,Moyenne
Ningbo Zhoushan,102804,Yang Ming,9.3,3,Petites Entreprises,Haute
Tianjin,84384,Hapag-Lloyd,10.0,3,Alimentaires,Basse
Shenzen,100739,Yang Ming,12.1,5,Petites Entreprises,Haute
Singapour,118993,Yang Ming,14.4,3,Entreprises Grande Taille,Moyenne
Hong Kong,69144,Maersk,10.8,7,Alimentaires,Haute
Tianjin,84472,ZIM,14.4,6,Petites Entreprises,Basse
Busan,97967,CMA CGM,12.8,6,Entreprises Grande Taille,Moyenne
Busan,101064,Yang Ming,9.2,7,Industriels,Haute
Busan,88471,CMA CGM,9.2,6,Particuliers,Moyenne
Tianjin,85169,Yang Ming,11.7,7,Petites Entreprises,Haute
Guangzou,95927,Hapag-Lloyd,11.8,4,Entreprises Grande Taille,Moyenne
Tianjin,78869,MSC,13.0,4,Entreprises Grande Taille,Moyenne
Qingdao,91082,ONE,14.2,5,Industriels,Basse
Hong Kong,71957,Yang Ming,9.8,4,Industriels,Moyenne
Ningbo Zhoushan,103899,Maersk,10.4,3,Petites Entreprises,Haute
Ningbo Zhoushan,149704,Yang Ming,11.2,6,Petites Entreprises,Moyenne
Singapour,108025,CMA CGM,11.1,4,Entreprises Grande Taille,Moyenne
Hong Kong,86918,Yang Ming,9.7,5,Alimentaires,Haute
Singapour,116652,Hapag-Lloyd,10.2,3,Entreprises Grande Taille,Haute
Shenzen,104139,Yang Ming,10.5,6,Entreprises Grande Taille,Moyenne
Shenzen,100231,ZIM,11.6,4,Particuliers,Haute
Rotterdam,114335,COSCO,9.9,7,Petites Entreprises,Haute
Ningbo Zhoushan,124686,ZIM,9.8,4,Particuliers,Moyenne
Singapour,110648,COSCO,13.1,7,Particuliers,Haute
Shenzen,92704,ONE,9.1,3,Petites Entreprises,Basse
Busan,91640,Hapag-Lloyd,10.2,7,Entreprises Grande Taille,Moyenne
Ningbo Zhoushan,124265,Maersk,14.0,3,Petites Entreprises,Haute
Qingdao,92905,Yang Ming,10.4,6,Entreprises Grande Taille,Moyenne
Guangzou,97920,Yang Ming,12.3,7,Particuliers,Basse
Shangai,117383,COSCO,13.6,5,Industriels,Basse
Tianjin,78394,Hapag-Lloyd,14.0,6,Alimentaires,Haute
Tianjin,82133,Hapag-Lloyd,11.8,7,Petites Entreprises,Moyenne
Qingdao,74108,MSC,11.1,7,Particuliers,Haute
Shenzen,79652,Hapag-Lloyd,10.6,4,Industriels,Moyenne
Shangai,112714,Evergreen,13.3,3,Entreprises Grande Taille,Moyenne
Tianjin,75955,Maersk,11.3,4,Alimentaires,Haute
Tianjin,83851,CMA CGM,11.3,4,Entreprises Grande Taille,Haute
Tianjin,77698,Yang Ming,13.1,5,Industriels,Basse
Shenzen,81206,ONE,10.7,6,Entreprises Grande Taille,Basse
Ningbo Zhoushan,140799,Maersk,11.4,3,Industriels,Basse
Rotterdam,117956,COSCO,11.7,6,Industriels,Haute
Rotterdam,84638,Evergreen,9.4,6,Industriels,Moyenne
Singapour,122900,MSC,10.1,5,Petites Entreprises,Haute
Guangzou,95953,COSCO,9.2,5,Petites Entreprises,Moyenne
Shangai,143128,CMA CGM,11.7,5,Industriels,Haute
Rotterdam,82251,Maersk,14.0,5,Entreprises Grande Taille,Basse
Hong Kong,73433,Hapag-Lloyd,9.5,3,Alimentaires,Haute
Rotterdam,118474,Hapag-Lloyd,13.5,3,Industriels,Moyenne
Guangzou,97596,Evergreen,13.8,3,Industriels,Haute
Busan,104763,CMA CGM,13.4,5,Industriels,Basse
Shenzen,115537,Maersk,10.9,6,Particuliers,Moyenne
Rotterdam,109911,MSC,9.3,5,Petites Entreprises,Moyenne
Ningbo Zhoushan,137189,Maersk,9.9,6,Alimentaires,Haute
Shenzen,102856,COSCO,12.2,6,Particuliers,Moyenne
Tianjin,66542,ZIM,14.5,4,Entreprises Grande Taille,Moyenne
Busan,84007,Evergreen,13.1,5,Industriels,Basse
Tianjin,71078,ZIM,10.3,5,Alimentaires,Haute
Qingdao,101905,COSCO,12.6,6,Alimentaires,Haute
Ningbo Zhoushan,138619,ZIM,12.9,6,Particuliers,Basse
Busan,75889,Yang Ming,10.8,4,Particuliers,Moyenne
Rotterdam,97957,ZIM,14.4,6,Industriels,Moyenne
Tianjin,80710,Maersk,9.2,3,Alimentaires,Moyenne
Shangai,111459,ONE,14.9,7,Particuliers,Moyenne
Guangzou,94467,MSC,12.7,4,Industriels,Basse
Hong Kong,67816,ONE,13.7,5,Particuliers,Haute
Qingdao,101765,MSC,9.2,4,Particuliers,Haute
Hong Kong,81293,ONE,14.2,3,Entreprises Grande Taille,Moyenne
Tianjin,76204,CMA CGM,10.5,5,Petites Entreprises,Haute
Qingdao,69436,Yang Ming,10.8,6,Petites Entreprises,Haute
Shangai,114859,Evergreen,14.6,3,Industriels,Basse
Singapour,114914,Hapag-Lloyd,9.4,4,Entreprises Grande Taille,Basse
Rotterdam,89176,Maersk,13.6,7,Entreprises Grande Taille,Moyenne
Guangzou,82916,ZIM,9.2,7,Entreprises Grande Taille,Basse
Busan,81637,Hapag-Lloyd,10.1,6,Industriels,Moyenne
Ningbo Zhoushan,142237,ZIM,13.5,7,Entreprises Grande Taille,Moyenne
Shangai,128947,COSCO,10.3,6,Petites Entreprises,Moyenne
Shangai,137739,CMA CGM,9.6,4,Particuliers,Haute
Shangai,149080,MSC,11.2,4,Entreprises Grande Taille,Moyenne
Shangai,142483,CMA CGM,10.7,5,Particuliers,Haute
Hong Kong,78526,Hapag-Lloyd,13.6,6,Entreprises Grande Taille,Moyenne
Singapour,132007,CMA CGM,10.8,6,Entreprises Grande Taille,Basse
Shangai,119607,Evergreen,14.3,7,Alimentaires,Haute
Singapour,104920,Evergreen,12.5,3,Petites Entreprises,Moyenne
Singapour,128864,Evergreen,10.7,7,Particuliers,Moyenne
Guangzou,98119,Yang Ming,11.1,5,Industriels,Moyenne
Hong Kong,79826,Maersk,11.2,3,Alimentaires,Haute
Qingdao,88139,ZIM,9.6,4,Particuliers,Haute
Guangzou,86063,CMA CGM,9.3,6,Entreprises Grande Taille,Haute
Busan,101655,COSCO,9.3,3,Industriels,Basse
Rotterdam,102022,COSCO,11.3,5,Entreprises Grande Taille,Basse
Shenzen,117289,Yang Ming,10.6,4,Particuliers,Haute
Rotterdam,92693,ZIM,14.8,7,Industriels,Moyenne
Qingdao,71434,CMA CGM,13.5,5,Petites Entreprises,Haute
Shenzen,96805,Yang Ming,9.8,3,Industriels,Moyenne
Hong Kong,73628,Hapag-Lloyd,13.9,6,Petites Entreprises,Haute
Ningbo Zhoushan,149433,Maersk,9.8,5,Petites Entreprises,Basse
Hong Kong,72626,COSCO,14.1,6,Particuliers,Moyenne
Hong Kong,86885,Yang Ming,13.6,5,Petites Entreprises,Moyenne
Singapour,100058,ONE,14.3,4,Industriels,Haute
Singapour,117596,CMA CGM,12.9,6,Alimentaires,Haute
Shenzen,86992,COSCO,9.3,5,Entreprises Grande Taille,Basse
Shenzen,109774,Hapag-Lloyd,13.9,5,Entreprises Grande Taille,Moyenne
Qingdao,93632,Evergreen,12.8,4,Entreprises Grande Taille,Basse
Ningbo Zhoushan,116512,Maersk,14.9,7,Industriels,Haute
Busan,100966,COSCO,11.5,4,Industriels,Haute
Ningbo Zhoushan,124369,COSCO,10.6,6,Particuliers,Basse
Qingdao,78819,MSC,14.1,4,Particuliers,Moyenne
Qingdao,80245,CMA CGM,9.9,3,Petites Entreprises,Haute
Ningbo Zhoushan,130255,Evergreen,11.1,6,Particuliers,Basse
Shangai,137575,ZIM,11.5,4,Industriels,Basse
Shenzen,79714,MSC,13.1,6,Petites Entreprises,Haute
Shangai,111526,ZIM,14.7,3,Alimentaires,Haute
Singapour,122249,ZIM,13.8,7,Industriels,Moyenne
Shenzen,89255,CMA CGM,13.1,7,Industriels,Haute
Shenzen,114697,Maersk,14.6,6,Petites Entreprises,Moyenne
Qingdao,70524,ZIM,9.9,7,Industriels,Moyenne
Shenzen,112009,Yang Ming,9.3,3,Particuliers,Basse
Shangai,150947,Maersk,9.1,3,Entreprises Grande Taille,Haute
Hong Kong,66478,COSCO,11.1,7,Petites Entreprises,Basse
Guangzou,88825,ZIM,12.6,4,Alimentaires,Haute
Hong Kong,91751,ZIM,13.9,3,Petites Entreprises,Moyenne
Hong Kong,85157,MSC,9.7,5,Alimentaires,Haute
Qingdao,89786,CMA CGM,14.7,3,Industriels,Moyenne
Ningbo Zhoushan,115622,Yang Ming,11.7,4,Alimentaires,Haute
Tianjin,84841,ONE,11.0,3,Industriels,Haute
Singapour,130621,COSCO,13.4,3,Alimentaires,Moyenne
Hong Kong,79819,COSCO,14.0,3,Particuliers,Moyenne
Tianjin,78813,Hapag-Lloyd,11.2,5,Industriels,Moyenne
Rotterdam,84355,ONE,11.4,5,Entreprises Grande Taille,Basse
Qingdao,101841,MSC,14.2,5,Alimentaires,Haute
Singapour,96778,Maersk,14.5,4,Industriels,Haute
Busan,83800,Evergreen,14.8,6,Petites Entreprises,Basse
Qingdao,87707,Maersk,11.9,3,Particuliers,Moyenne
Qingdao,73348,ZIM,14.2,6,Petites Entreprises,Haute
Shenzen,90739,ONE,12.8,3,Alimentaires,Haute
Shangai,151424,Maersk,9.2,3,Entreprises Grande Taille,Haute
Busan,89240,Hapag-Lloyd,12.5,5,Entreprises Grande Taille,Haute
Hong Kong,67734,ONE,10.2,4,Alimentaires,Basse
Hong Kong,64288,Hapag-Lloyd,10.6,6,Alimentaires,Haute
Ningbo Zhoushan,120900,MSC,13.1,6,Petites Entreprises,Haute
Qingdao,80103,CMA CGM,12.4,6,Petites Entreprises,Haute
Hong Kong,67018,Hapag-Lloyd,10.9,5,Petites Entreprises,Basse
Shenzen,91563,Hapag-Lloyd,9.6,5,Alimentaires,Haute
Tianjin,72263,Yang Ming,14.3,5,Petites Entreprises,Basse
Rotterdam,109030,Evergreen,13.9,5,Entreprises Grande Taille,Basse
Qingdao,92190,CMA CGM,10.5,3,Entreprises Grande Taille,Moyenne
Guangzou,100780,ONE,11.7,4,Particuliers,Haute
Shangai,118580,ZIM,9.4,5,Industriels,Basse
Tianjin,73281,Evergreen,11.3,3,Entreprises Grande Taille,Basse
Qingdao,84484,ZIM,14.7,4,Alimentaires,Moyenne
Shenzen,107470,ONE,14.4,7,Petites Entreprises,Haute
Singapour,108394,Yang Ming,10.2,7,Entreprises Grande Taille,Basse
Ningbo Zhoushan,126537,COSCO,13.7,5,Particuliers,Moyenne
Hong Kong,78576,COSCO,11.0,5,Entreprises Grande Taille,Haute
Rotterdam,121327,Evergreen,11.7,4,Particuliers,Haute
Tianjin,84966,Evergreen,11.3,3,Alimentaires,Basse
Qingdao,98807,MSC,12.9,6,Particuliers,Moyenne
Ningbo Zhoushan,112956,Yang Ming,13.4,7,Alimentaires,Haute
Ningbo Zhoushan,124600,Evergreen,14.1,6,Entreprises Grande Taille,Basse
Shangai,110958,Hapag-Lloyd,10.6,7,Petites Entreprises,Basse
Busan,100294,Hapag-Lloyd,14.4,5,Particuliers,Moyenne
Qingdao,84955,COSCO,14.0,3,Alimentaires,Haute
Guangzou,97830,Hapag-Lloyd,12.5,7,Particuliers,Basse
Guangzou,94726,Evergreen,11.1,5,Entreprises Grande Taille,Basse
Shangai,112328,MSC,10.8,3,Alimentaires,Haute
Shenzen,103436,ONE,12.6,6,Petites Entreprises,Haute
Guangzou,100903,COSCO,12.3,4,Particuliers,Basse
Ningbo Zhoushan,118152,MSC,11.1,6,Industriels,Moyenne
Qingdao,83346,Yang Ming,13.8,7,Alimentaires,Haute
Ningbo Zhoushan,103515,Yang Ming,13.5,7,Industriels,Moyenne
Shenzen,85161,Hapag-Lloyd,14.8,6,Entreprises Grande Taille,Moyenne
Rotterdam,110256,Maersk,12.9,5,Particuliers,Moyenne
Ningbo Zhoushan,140182,Evergreen,11.9,6,Alimentaires,Basse
Guangzou,98691,Evergreen,11.2,3,Entreprises Grande Taille,Moyenne
Shenzen,97876,Evergreen,13.4,5,Particuliers,Haute
Ningbo Zhoushan,129207,Yang Ming,11.2,4,Industriels,Moyenne
Shangai,137564,Yang Ming,11.1,7,Particuliers,Haute
Tianjin,86041,MSC,14.4,3,Petites Entreprises,Haute
Busan,71504,Yang Ming,10.2,4,Industriels,Moyenne
Guangzou,91298,ZIM,14.9,3,Alimentaires,Haute
Guangzou,106293,Evergreen,13.5,3,Petites Entreprises,Moyenne
Rotterdam,97754,COSCO,10.4,5,Entreprises Grande Taille,Haute
Qingdao,78436,COSCO,9.1,5,Particuliers,Haute
Tianjin,68755,MSC,10.8,5,Entreprises Grande Taille,Haute
Shangai,117464,COSCO,13.8,6,Petites Entreprises,Moyenne
Hong Kong,93546,MSC,14.8,6,Industriels,Haute
